CATEGORY (i.e.ISCED description),COURSE TITLE,COURSE CODE2,R1 POINTS,R1 Random *,R2 POINTS,R2 Random*,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,Test/Interview #,avp,v
Engineering and engineering trades,Biomedical Engineering,GA682,313,0.0,0,0.0,313,0.0,393,8,Galway-Mayo Institute of Technology,0.0,0,0
Engineering and engineering trades,Agricultural Engineering,GA683,309,0.0,0,0.0,309,0.0,385,8,Galway-Mayo Institute of Technology,0.0,0,0
Engineering and engineering trades,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),GA684,340,0.0,0,0.0,340,0.0,405,8,Galway-Mayo Institute of Technology,0.0,0,0
Manufacturing and processing,Manufacturing Engineering Design,GA685,309,0.0,0,0.0,309,0.0,379,8,Galway-Mayo Institute of Technology,0.0,0,0
Biological and related sciences,Applied Freshwater and Marine Biology,GA770,280,0.0,0,0.0,280,0.0,388,7,Galway-Mayo Institute of Technology,0.0,0,0
Biological and related sciences,Applied Biology and Biopharmaceutical Science,GA771,280,0.0,0,0.0,280,0.0,465,7,Galway-Mayo Institute of Technology,0.0,0,0
Environment,Chemical and Pharmaceutical Science,GA772,280,0.0,0,0.0,280,0.0,487,7,Galway-Mayo Institute of Technology,0.0,0,0
Physical sciences,Physics and Instrumentation,GA773,299,0.0,0,0.0,299,0.0,521,7,Galway-Mayo Institute of Technology,0.0,0,0
Biological and related sciences,Science (Undenominated),GA774,289,0.0,0,0.0,289,0.0,490,7,Galway-Mayo Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Computing in Software Development,GA775,260,0.0,0,0.0,260,0.0,356,7,Galway-Mayo Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Computing and Digital Media,GA776,241,0.0,0,0.0,241,0.0,381,7,Galway-Mayo Institute of Technology,0.0,0,0
Agriculture,Agriculture and Environmental Management,GA777,281,0.0,0,0.0,281,0.0,393,7,Galway-Mayo Institute of Technology,0.0,0,0
Biological and related sciences,Applied Freshwater and Marine Biology,GA780,327,0.0,0,0.0,327,0.0,377,8,Galway-Mayo Institute of Technology,0.0,0,0
Biological and related sciences,Applied Biology and Biopharmaceutical Science,GA781,337,0.0,0,0.0,337,0.0,390,8,Galway-Mayo Institute of Technology,0.0,0,0
Environment,Chemical and Pharmaceutical Science,GA782,336,0.0,0,0.0,336,0.0,388,8,Galway-Mayo Institute of Technology,0.0,0,0
Physical sciences,Physics and Instrumentation,GA783,363,0.0,0,0.0,363,0.0,408,8,Galway-Mayo Institute of Technology,0.0,0,0
Biological and related sciences,Science (Undenominated),GA784,372,0.0,0,0.0,372,0.0,403,8,Galway-Mayo Institute of Technology,0.0,0,0
Health,Medical Science,GA785,473,0.0,0,0.0,473,0.0,500,8,Galway-Mayo Institute of Technology,0.0,0,0
Physical sciences,Forensic Science and Analysis,GA786,317,0.0,0,0.0,317,0.0,387,8,Galway-Mayo Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Computing in Software Development,GA787,270,0.0,0,0.0,270,0.0,315,8,Galway-Mayo Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Computing and Digital Media,GA788,274,0.0,0,0.0,282,0.0,356,8,Galway-Mayo Institute of Technology,0.0,0,0
Agriculture,Agriculture and Environmental Management,GA789,287,0.0,0,0.0,289,0.0,371,8,Galway-Mayo Institute of Technology,0.0,0,0
Personal services,Sport and Exercise Science,GA790,356,0.0,0,0.0,356,0.0,409,8,Galway-Mayo Institute of Technology,0.0,0,0
Biological and related sciences,Public Health Nutrition,GA791,368,0.0,0,0.0,368,0.0,409,8,Galway-Mayo Institute of Technology,0.0,0,0
Humanities (except languages),History & Geography,GA862,178,0.0,0,0.0,178,0.0,382,6,Galway-Mayo Institute of Technology,0.0,avp,0
Education,Early Childhood Education and Care,GA864,214,0.0,204,0.0,204,0.0,357,6,Galway-Mayo Institute of Technology,0.0,avp,0
Personal services,Outdoor Education and Leisure,GA870,182,0.0,171,0.0,171,0.0,399,7,Galway-Mayo Institute of Technology,0.0,avp,0
Education,Early Childhood Education and Care,GA871,190,0.0,0,0.0,190,0.0,367,7,Galway-Mayo Institute of Technology,0.0,0,0
Social and behavioural sciences,Culture and Environment,GA872,196,0.0,0,0.0,196,0.0,328,7,Galway-Mayo Institute of Technology,0.0,avp,0
Welfare,Applied Social Care,GA879,244,0.0,0,0.0,244,0.0,337,7,Galway-Mayo Institute of Technology,0.0,0,0
Health,General Nursing,GA880,429,1.0,422,1.0,422,1.0,441,8,Galway-Mayo Institute of Technology,0.0,0,0
Health,Psychiatric Nursing,GA882,367,0.0,0,0.0,367,0.0,377,8,Galway-Mayo Institute of Technology,0.0,0,0
Personal services,Outdoor Education,GA885,252,0.0,0,0.0,252,0.0,262,8,Galway-Mayo Institute of Technology,0.0,avp,0
Humanities (except languages),History and Geography,GA887,244,0.0,0,0.0,244,0.0,380,8,Galway-Mayo Institute of Technology,0.0,0,0
Welfare,Applied Social Care,GA889,266,0.0,0,0.0,266,0.0,298,8,Galway-Mayo Institute of Technology,0.0,0,0
Education,Early Childhood Education and Care,GA890,270,0.0,0,0.0,270,0.0,327,8,Galway-Mayo Institute of Technology,0.0,0,0
Environment,Geography and Outdoor Education,GA891,244,0.0,0,0.0,244,0.0,391,8,Galway-Mayo Institute of Technology,0.0,avp,0
Arts,"Furniture Design, Making and Technology - Common Entry",GA974,214,0.0,0,0.0,214,0.0,388,7,Galway-Mayo Institute of Technology,0.0,0,0
Education,Education (Design Graphics and Construction),GA980,377,0.0,0,0.0,377,0.0,411,8,Galway-Mayo Institute of Technology,0.0,0,0
Arts,"Furniture Design, Making and Technology - Common Entry",GA984,284,0.0,0,0.0,284,0.0,369,8,Galway-Mayo Institute of Technology,0.0,0,0
Business and administration,Business,GB001,0,0.0,0,0.0,115,0.0,415,7,Galway Business School,0.0,avp,0
Business and administration,Business Studies,GC200,252,0.0,252,0.0,252,0.0,369,8,Griffith College,0.0,avp,0
Business and administration,Accounting and Finance,GC201,303,0.0,303,0.0,303,0.0,388,8,Griffith College,0.0,avp,0
Information and Communication Technologies (ICTs),Computing Science,GC230,335,0.0,325,0.0,325,0.0,393,8,Griffith College,0.0,avp,0
Journalism and information,Communications and Media Production,GC250,0,0.0,0,0.0,0,0.0,0,8,Griffith College,0.0,avp,0
Business and administration,Business Studies,GC300,429,0.0,0,0.0,390,0.0,432,8,Griffith College,0.0,avp,0
Business and administration,Accounting & Finance,GC301,253,0.0,253,0.0,253,0.0,346,8,Griffith College,0.0,avp,0
Business and administration,Business Studies - HRM,GC302,0,0.0,0,0.0,0,0.0,0,8,Griffith College,0.0,avp,0
Personal services,International Hospitality Management,GC305,253,0.0,253,0.0,253,0.0,253,8,Griffith College,0.0,avp,0
Personal services,International Hospitality Management,GC306,253,0.0,253,0.0,253,0.0,253,7,Griffith College,0.0,avp,0
Information and Communication Technologies (ICTs),Computing,GC335,217,0.0,195,0.0,195,0.0,235,7,Griffith College,0.0,avp,0
Business and administration,Business Studies,GC400,248,0.0,248,0.0,248,0.0,281,8,Griffith College,0.0,avp,0
Business and administration,Accounting and Finance,GC401,240,0.0,227,0.0,202,0.0,343,8,Griffith College,0.0,avp,0
Business and administration,Business Studies (HRM),GC402,264,0.0,236,0.0,218,0.0,236,8,Griffith College,0.0,avp,0
Law,Law,GC403,244,0.0,228,0.0,228,0.0,328,8,Griffith College,0.0,avp,0
Business and administration,Business Studies (Marketing),GC407,280,0.0,280,0.0,218,0.0,321,8,Griffith College,0.0,avp,0
Business and administration,Marketing,GC410,145,0.0,0,0.0,145,0.0,371,7,Griffith College,0.0,avp,0
Business and administration,Business,GC411,135,0.0,135,0.0,135,0.0,370,7,Griffith College,0.0,avp,0
Information and Communication Technologies (ICTs),Computing Science,GC430,252,0.0,220,0.0,220,0.0,298,8,Griffith College,0.0,avp,0
Information and Communication Technologies (ICTs),Computing,GC435,AQA,0.0,AQA,0.0,96,0.0,279,7,Griffith College,0.0,avp,0
Journalism and information,Communications and Media Production,GC450,254,0.0,254,0.0,254,0.0,280,8,Griffith College,0.0,avp,0
Arts,Music Production for Games (portfolio),GC460,0,0.0,0,0.0,0,0.0,0,6,Griffith College,1.0,avp,0
Arts,Design Communication (portfolio),GC462,0,0.0,0,0.0,0,0.0,0,8,Griffith College,1.0,0,0
Journalism and information,Communications,GC465,AQA,0.0,0,0.0,AQA,0.0,349,7,Griffith College,0.0,avp,0
Arts,Film and TV Production,GC466,AQA,0.0,AQA,0.0,AQA,0.0,339,7,Griffith College,0.0,avp,0
Arts,Photographic Media,GC470,169,0.0,169,0.0,169,0.0,279,7,Griffith College,0.0,avp,0
Arts,Photography,GC475,150,0.0,150,0.0,150,0.0,348,6,Griffith College,0.0,avp,0
Arts,Interior Architecture (portfolio),GC489,254,0.0,0,0.0,254,0.0,301,8,Griffith College,1.0,avp,0
Arts,Interior Design,GC490,117,0.0,117,0.0,117,0.0,360,7,Griffith College,0.0,avp,0
Arts,Fashion Design (portfolio),GC494,337,0.0,217,0.0,217,0.0,412,8,Griffith College,1.0,avp,0
Arts,Fashion,GC495,129,0.0,129,0.0,129,0.0,349,7,Griffith College,0.0,avp,0
Arts,Arts (Joint-Honours),GY101,300,0.0,0,0.0,300,0.0,391,8,"National University of Ireland, Galway",0.0,0,0
Social and behavioural sciences,Arts (Psychology),GY104,523,0.0,520,0.0,519,0.0,542,8,"National University of Ireland, Galway",0.0,0,0
Humanities (except languages),Arts (History),GY105,301,0.0,0,0.0,301,0.0,377,8,"National University of Ireland, Galway",0.0,0,0
Languages,Na Dána (Gaeilge agus Léann an Aistriúcháin),GY107,409,0.0,0,0.0,409,0.0,456,8,"National University of Ireland, Galway",0.0,0,0
Education,Arts (Mathematics and Education),GY109,403,0.0,0,0.0,403,0.0,466,8,"National University of Ireland, Galway",0.0,0,0
Social and behavioural sciences,Arts with Children`s Studies,GY110,357,0.0,0,0.0,357,0.0,418,8,"National University of Ireland, Galway",0.0,0,0
Arts,Arts with Creative Writing,GY111,330,0.0,0,0.0,330,0.0,492,8,"National University of Ireland, Galway",0.0,0,0
Arts,Arts with Film Studies,GY112,321,0.0,0,0.0,321,0.0,399,8,"National University of Ireland, Galway",0.0,0,0
Social and behavioural sciences,Arts with Human Rights,GY113,368,0.0,0,0.0,368,0.0,422,8,"National University of Ireland, Galway",0.0,0,0
Arts,Arts with Performing Arts Studies,GY115,387,0.0,0,0.0,387,0.0,443,8,"National University of Ireland, Galway",0.0,0,0
Arts,"Arts (Drama, Theatre and Performance Studies)",GY118,451,0.0,0,0.0,451,0.0,492,8,"National University of Ireland, Galway",0.0,0,0
Journalism and information,Arts (Journalism),GY119,400,0.0,0,0.0,400,0.0,465,8,"National University of Ireland, Galway",0.0,0,0
Social and behavioural sciences,"Arts (Child, Youth and Family: Policy and Practice)",GY120,350,0.0,0,0.0,350,0.0,397,8,"National University of Ireland, Galway",0.0,0,0
Social and behavioural sciences,Arts (Children`s Studies),GY121,356,0.0,0,0.0,356,0.0,419,8,"National University of Ireland, Galway",0.0,0,0
Arts,Na Dána (Cumarsáid agus Gaeilge),GY122,361,0.0,0,0.0,361,0.0,453,8,"National University of Ireland, Galway",0.0,0,0
Social and behavioural sciences,Applied Social Sciences,GY123,358,0.0,0,0.0,358,0.0,410,8,"National University of Ireland, Galway",0.0,0,0
Information and Communication Technologies (ICTs),Arts (Arts with Data Science),GY124,454,0.0,0,0.0,454,0.0,490,8,"National University of Ireland, Galway",0.0,0,0
Arts,Arts (Digital Arts and Technology),GY125,328,0.0,0,0.0,328,0.0,347,8,"National University of Ireland, Galway",0.0,0,0
Languages,Arts (English and Media Studies),GY126,391,0.0,0,0.0,391,0.0,462,8,"National University of Ireland, Galway",0.0,0,0
Arts,Arts (Film and Digital Media),GY127,401,0.0,0,0.0,401,0.0,462,8,"National University of Ireland, Galway",0.0,0,0
Languages,Arts (Global Languages),GY128,352,0.0,0,0.0,352,0.0,476,8,"National University of Ireland, Galway",0.0,0,0
Arts,Arts (International),GY129,420,0.0,0,0.0,420,0.0,462,8,"National University of Ireland, Galway",0.0,0,0
Arts,Arts (Music),GY130,408,0.0,0,0.0,408,0.0,495,8,"National University of Ireland, Galway",0.0,0,0
Humanities (except languages),Arts (History and Globalisation Studies),GY131,360,0.0,0,0.0,360,0.0,440,8,"National University of Ireland, Galway",0.0,0,0
Social and behavioural sciences,"Government (Politics, Economics and Law)",GY132,407,0.0,0,0.0,407,0.0,435,8,"National University of Ireland, Galway",0.0,0,0
Education,Education (Computer Science and Mathematical Studies),GY133,422,0.0,0,0.0,422,0.0,498,8,"National University of Ireland, Galway",0.0,0,0
Physical sciences,Geography and Geosystems,GY134,410,0.0,0,0.0,410,0.0,445,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,Commerce,GY201,433,0.0,0,0.0,433,0.0,466,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,Commerce (International) with French,GY202,484,0.0,0,0.0,484,0.0,511,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,Commerce (International) with German,GY203,489,0.0,0,0.0,489,0.0,566,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,Commerce (International) with Spanish,GY204,495,0.0,0,0.0,495,0.0,511,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,Business Information Systems (Work Placement & Optional Int`l Study),GY206,465,0.0,0,0.0,465,0.0,488,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,Commerce (Accounting) including optional Global Experience year,GY207,509,0.0,0,0.0,509,0.0,543,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,Commerce (Gaeilge),GY208,473,0.0,0,0.0,473,0.0,511,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,Commerce (Global Experience),GY209,530,0.0,0,0.0,530,0.0,554,8,"National University of Ireland, Galway",0.0,0,0
Law,Law and Business,GY250,487,0.0,0,0.0,487,0.0,510,8,"National University of Ireland, Galway",0.0,0,0
Law,Law (BCL),GY251,499,0.0,0,0.0,499,0.0,518,8,"National University of Ireland, Galway",0.0,0,0
Law,Law (BCL) and Human Rights,GY252,520,0.0,0,0.0,520,0.0,541,8,"National University of Ireland, Galway",0.0,0,0
Law,Law and Taxation,GY253,509,0.0,0,0.0,509,0.0,543,8,"National University of Ireland, Galway",0.0,0,0
Law,"Law (BCL), Criminology and Criminal Justice",GY254,530,0.0,0,0.0,530,0.0,554,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,"Business Studies (International Hotel Management, interview)",GY261,497,0.0,0,0.0,497,0.0,611,8,"National University of Ireland, Galway",1.0,0,0
Business and administration,"Commerce (International Hotel Management, interview)",GY262,681,0.0,0,0.0,681,0.0,724,8,"National University of Ireland, Galway",1.0,0,0
Biological and related sciences,Science,GY301,433,0.0,432,0.0,432,0.0,487,8,"National University of Ireland, Galway",0.0,0,0
Biological and related sciences,Biomedical Science,GY303,556,0.0,0,0.0,556,0.0,589,8,"National University of Ireland, Galway",0.0,0,0
Engineering and engineering trades,Biotechnology,GY304,465,0.0,0,0.0,465,0.0,498,8,"National University of Ireland, Galway",0.0,0,0
Environment,Environmental Science,GY308,408,0.0,0,0.0,408,0.0,484,8,"National University of Ireland, Galway",0.0,0,0
Mathematics and statistics,Financial Mathematics and Economics,GY309,487,0.0,0,0.0,487,0.0,532,8,"National University of Ireland, Galway",0.0,0,0
Physical sciences,Marine Science,GY310,419,0.0,0,0.0,419,0.0,476,8,"National University of Ireland, Galway",0.0,0,0
Hygiene and occupational health services,Environmental Health and Safety,GY313,412,0.0,0,0.0,412,0.0,440,8,"National University of Ireland, Galway",0.0,0,0
Physical sciences,Earth and Ocean Sciences,GY314,403,0.0,0,0.0,403,0.0,444,8,"National University of Ireland, Galway",0.0,0,0
Biological and related sciences,Biopharmaceutical Chemistry,GY318,509,0.0,0,0.0,509,0.0,542,8,"National University of Ireland, Galway",0.0,0,0
Mathematics and statistics,Mathematical Science,GY319,476,0.0,0,0.0,476,0.0,566,8,"National University of Ireland, Galway",0.0,0,0
Physical sciences,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",GY320,402,0.0,0,0.0,402,0.0,478,8,"National University of Ireland, Galway",0.0,0,0
Biological and related sciences,Genetics and Genomics,GY321,508,0.0,0,0.0,508,0.0,532,8,"National University of Ireland, Galway",0.0,0,0
Information and Communication Technologies (ICTs),Computer Science and Information Technology,GY350,403,0.0,0,0.0,403,0.0,454,8,"National University of Ireland, Galway",0.0,0,0
Engineering and engineering trades,Engineering (Undenominated),GY401,465,0.0,0,0.0,465,0.0,511,8,"National University of Ireland, Galway",0.0,0,0
Architecture and construction,Civil Engineering,GY402,455,0.0,0,0.0,455,0.0,499,8,"National University of Ireland, Galway",0.0,0,0
Engineering and engineering trades,Mechanical Engineering,GY405,454,0.0,0,0.0,454,0.0,509,8,"National University of Ireland, Galway",0.0,0,0
Engineering and engineering trades,Electronic and Computer Engineering,GY406,510,0.0,0,0.0,510,0.0,544,8,"National University of Ireland, Galway",0.0,0,0
Engineering and engineering trades,Biomedical Engineering,GY408,509,0.0,0,0.0,509,0.0,554,8,"National University of Ireland, Galway",0.0,0,0
Architecture and construction,Project and Construction Management,GY410,403,0.0,0,0.0,403,0.0,456,8,"National University of Ireland, Galway",0.0,0,0
Engineering and engineering trades,Energy Systems Engineering,GY413,502,0.0,0,0.0,502,0.0,531,8,"National University of Ireland, Galway",0.0,0,0
Engineering and engineering trades,Electrical and Electronic Engineering,GY414,405,0.0,0,0.0,405,0.0,429,8,"National University of Ireland, Galway",0.0,0,0
Health,"Medicine (five year/six year course, HPAT required)",GY501,728,1.0,0,0.0,728,0.0,731,8,"National University of Ireland, Galway",1.0,0,0
Health,Occupational Therapy,GY502,555,0.0,0,0.0,555,0.0,567,8,"National University of Ireland, Galway",0.0,0,0
Health,Speech and Language Therapy,GY503,543,0.0,0,0.0,543,0.0,554,8,"National University of Ireland, Galway",0.0,0,0
Health,Podiatric Medicine,GY504,443,0.0,0,0.0,443,0.0,476,8,"National University of Ireland, Galway",0.0,0,0
Health,General Nursing (Galway and Portiuncula),GY515,476,0.0,473,0.0,473,0.0,496,8,"National University of Ireland, Galway",0.0,0,0
Health,Mental Health Nursing,GY516,440,0.0,0,0.0,440,0.0,467,8,"National University of Ireland, Galway",0.0,0,0
Health,Midwifery,GY517,495,0.0,0,0.0,495,0.0,518,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,Accounting and Finance,ID001,203,0.0,0,0.0,203,0.0,253,8,ICD Business School,0.0,avp,0
Business and administration,Business Studies,ID002,294,0.0,0,0.0,294,0.0,309,8,ICD Business School,0.0,avp,0
